# File: historical_copper_production.csv
# Title: Historical copper production by country
# Units: tonnes
# Source: Our World in Data (https://ourworldindata.org/metals-minerals) which processes data from USGS - Mineral Commodity Summaries (2024); USGS - Historical Statistics for Mineral and Material Commodities (2023)
# Column types: cnn
# ----------
Entity,Year,production
Japan,1984,43309
Japan,1985,43208
Japan,1986,34928
Japan,1987,23817
Japan,1988,16666
Japan,1989,14650
Japan,1990,12927
Japan,1991,12413
Japan,1992,12074
Japan,1993,10277
Japan,1994,6043
Japan,1995,2376
Japan,1996,1145
Japan,1997,932
Japan,1998,1070
Japan,1999,867
Japan,2000,1211
Japan,2001,744
Japan,2002,1519
Japan,2003,1000
Japan,2004,1000
Japan,2005,1000
Japan,2006,300
Japan,2020,0
Japan,2021,0
Japan,2022,0
Japan,2023,0
Kazakhstan,1992,290000
Kazakhstan,1993,263489
Kazakhstan,1994,215444
Kazakhstan,1995,232600
Kazakhstan,1996,250200
Kazakhstan,1997,316000
Kazakhstan,1998,338600
Kazakhstan,1999,373500
Kazakhstan,2000,430200
Kazakhstan,2001,469500
Kazakhstan,2002,473700
Kazakhstan,2003,484500
Kazakhstan,2004,461800
Kazakhstan,2005,401700
Kazakhstan,2006,446300
Kazakhstan,2007,444000
Kazakhstan,2008,467000
Kazakhstan,2009,406100
Kazakhstan,2010,380600
Kazakhstan,2011,405300
Kazakhstan,2012,426800
Kazakhstan,2013,454400
Kazakhstan,2014,471700
Kazakhstan,2015,473600
Kazakhstan,2016,474800
Kazakhstan,2017,557800
Kazakhstan,2018,635500
Kazakhstan,2019,562100
Kazakhstan,2020,552000
Kazakhstan,2021,510000
Kazakhstan,2022,593000
Kazakhstan,2023,600000
Kenya,1970,79
Kenya,1971,73
Kenya,1972,72
Kenya,1973,70
Kenya,1974,70
Kenya,1975,70
Kyrgyzstan,2010,0
Kyrgyzstan,2011,0
Kyrgyzstan,2012,0
Kyrgyzstan,2013,0
Kyrgyzstan,2014,700
Kyrgyzstan,2015,3100
Kyrgyzstan,2016,8200
Kyrgyzstan,2017,7500
Kyrgyzstan,2018,7200
Kyrgyzstan,2019,7000
Kyrgyzstan,2020,5100
Kyrgyzstan,2021,6600
Kyrgyzstan,2022,7500
Laos,2001,0
Laos,2002,0
Laos,2003,0
Laos,2004,1700
Laos,2005,30480
Laos,2006,60803
Laos,2007,62541
Laos,2008,89004
Laos,2009,121581
Laos,2010,132047
Laos,2011,138756
Laos,2012,149580
Laos,2013,154915
Laos,2014,159696
Laos,2015,167702
Laos,2016,177939
Laos,2017,153304
Laos,2018,154948
Laos,2019,140935
Laos,2020,88163
Laos,2021,38349
Laos,2022,43766
Malaysia,1972,0
Malaysia,1973,0
Malaysia,1974,0
Malaysia,1975,3800
Malaysia,1976,18200
Malaysia,1977,24000
Malaysia,1978,26000
Malaysia,1979,24514
Malaysia,1980,26990
Malaysia,1981,28642
Malaysia,1982,30906
Malaysia,1983,29136
Malaysia,1984,29288
Malaysia,1985,30506
Malaysia,1986,28301
Malaysia,1987,29861
Malaysia,1988,22014
Malaysia,1989,23565
Malaysia,1990,24327
Malaysia,1991,25581
Malaysia,1992,28556
Malaysia,1993,25182
Malaysia,1994,25267
Malaysia,1995,20751
Malaysia,1996,20219
Malaysia,1997,18821
Malaysia,1998,13907
Malaysia,1999,4600
Malaysia,2006,0
Malaysia,2007,0
Malaysia,2008,0
Malaysia,2009,240
Mauritania,1970,1950
Mauritania,1971,4740
Mauritania,1972,15051
Mauritania,1973,21277
Mauritania,1974,20079
Mauritania,1975,6582
Mauritania,1976,10000
Mauritania,1977,7640
Mauritania,1978,1773
Mauritania,2006,5031
Mauritania,2007,28755
Mauritania,2008,33073
Mauritania,2009,36608
Mauritania,2010,36969
Mauritania,2011,35281
Mauritania,2012,37670
Mauritania,2013,37970
Mauritania,2014,33079
Mauritania,2015,45001
Mauritania,2016,32820
Mauritania,2017,28791
Mauritania,2018,28138
Mauritania,2019,29620
Mauritania,2020,28491
Mauritania,2021,18845
Mauritania,2022,13313
Mexico,1970,61012
Mexico,1971,63150
Mexico,1972,78720
Mexico,1973,80501
Mexico,1974,82670
Mexico,1975,78196
Mexico,1976,88970
Mexico,1977,89662
Mexico,1978,87186
Mexico,1979,107109
Mexico,1980,175399
Mexico,1981,230466
Mexico,1982,239091
Mexico,1983,206062
Mexico,1984,189111
Mexico,1985,167977
Mexico,1986,174558
Mexico,1987,230573
Mexico,1988,268359
Mexico,1989,249328
Mexico,1990,298695
Mexico,1991,284174
Mexico,1992,279042
Mexico,1993,303989
Mexico,1994,305487
Mexico,1995,333565
Mexico,1996,340710
Mexico,1997,390536
Mexico,1998,384641
Mexico,1999,381184
Mexico,2000,364566
Mexico,2001,371123
Mexico,2002,329574
Mexico,2003,355653
Mexico,2004,405539
Mexico,2005,429042
Mexico,2006,334129
Mexico,2007,337527
Mexico,2008,246593
Mexico,2009,240648
Mexico,2010,270136
Mexico,2011,443621
Mexico,2012,500275
Mexico,2013,480124
Mexico,2014,515025
Mexico,2015,594451
Mexico,2016,766129
Mexico,2017,742246
Mexico,2018,696580
Mexico,2019,713704
Mexico,2020,733000
Mexico,2021,734000
Mexico,2022,754000
Mexico,2023,750000
Mongolia,1978,4000
Mongolia,1979,21700
Mongolia,1980,44000
Mongolia,1981,71800
Mongolia,1982,95000
Mongolia,1983,95000
Mongolia,1984,100000
Mongolia,1985,100000
Mongolia,1986,120338
Mongolia,1987,120940
Mongolia,1988,121594
Mongolia,1989,123410
Mongolia,1990,123893
Mongolia,1991,90100
Mongolia,1992,105100
Mongolia,1993,117010
Mongolia,1994,120160
Mongolia,1995,121900
Mongolia,1996,121000
Mongolia,1997,130000
Mongolia,1998,127784
Mongolia,1999,128210
Mongolia,2000,125868
Mongolia,2001,133500
Mongolia,2002,131700
Mongolia,2003,130300
Mongolia,2004,132250
Mongolia,2005,128960
Mongolia,2006,132075
Mongolia,2007,132565
Mongolia,2008,129600
Mongolia,2009,132300
Mongolia,2010,127600
Mongolia,2011,124000
Mongolia,2012,123900
Mongolia,2013,189000
Mongolia,2014,253000
Mongolia,2015,318300
Mongolia,2016,335700
Mongolia,2017,461160
Mongolia,2018,458780
Mongolia,2019,441910
Mongolia,2020,446845
Mongolia,2021,464205
Mongolia,2022,416430
Morocco,1970,3172
Morocco,1971,2595
Morocco,1972,3831
Morocco,1973,4149
Morocco,1974,4670
Morocco,1975,4600
Morocco,1976,4400
Morocco,1977,3370
Morocco,1978,4300
Morocco,1979,8233
Morocco,1980,7088
Morocco,1981,6767
Morocco,1982,20723
Morocco,1983,22936
Morocco,1984,21380
Morocco,1985,19678
Morocco,1986,18599
Morocco,1987,13944
Morocco,1988,13228
Morocco,1989,14647
Morocco,1990,13901
Morocco,1991,15800
Morocco,1992,14317
Morocco,1993,14300
Morocco,1994,13400
Morocco,1995,13600
Morocco,1996,15100
Morocco,1997,15400
Morocco,1998,10700
Morocco,1999,7123
Morocco,2000,6528
Morocco,2001,5357
Morocco,2002,4994
Morocco,2003,4818
Morocco,2004,2900
Morocco,2005,3200
Morocco,2006,4600
Morocco,2007,5592
Morocco,2008,5929
Morocco,2009,11830
Morocco,2010,14986
Morocco,2011,12076
Morocco,2012,14750
Morocco,2013,11575
Morocco,2014,16579
Morocco,2015,26900
Morocco,2016,31800
Morocco,2017,35400
Morocco,2018,32400
Morocco,2019,30700
Morocco,2020,31800
Morocco,2021,36500
Morocco,2022,28000
Mozambique,1976,2000
Mozambique,1977,3000
Mozambique,1978,300
Mozambique,1979,200
Mozambique,1980,145
Mozambique,1981,194
Mozambique,1982,224
Mozambique,1983,250
Mozambique,1984,261
Mozambique,1985,124
Mozambique,1986,273
Mozambique,1987,151
Mozambique,1988,139
Mozambique,1989,88
Mozambique,1990,28
Mozambique,1991,0
Myanmar,1970,70
Myanmar,1971,80
Myanmar,1972,80
Myanmar,1973,75
Myanmar,1974,70
Myanmar,1975,86
Myanmar,1976,92
Myanmar,1977,100
Myanmar,1978,100
Myanmar,1979,100
Myanmar,1980,56
Myanmar,1981,77
Myanmar,1982,101
Myanmar,1983,4200
Myanmar,1984,12000
Myanmar,1985,16700
Myanmar,1986,10100
Myanmar,1987,10600
Myanmar,1988,4700
Myanmar,1989,5000
Myanmar,1990,4400
Myanmar,1991,5700
Myanmar,1992,5000
Myanmar,1993,3581
Myanmar,1994,5025
Myanmar,1995,5282
Myanmar,1996,4841
Myanmar,1997,2927
Myanmar,1998,6700
Myanmar,1999,26736
Myanmar,2000,26711
Myanmar,2001,25800
Myanmar,2002,27500
Myanmar,2003,27900
Myanmar,2004,31800
Myanmar,2005,34500
Myanmar,2006,19500
Myanmar,2007,15100
Myanmar,2008,6900
Myanmar,2009,9800
Myanmar,2010,10000
Myanmar,2011,12000
Myanmar,2012,25000
Myanmar,2013,33000
Myanmar,2014,42000
Myanmar,2015,71000
Myanmar,2016,95000
Myanmar,2017,116000
Myanmar,2018,180000
Myanmar,2019,219000
Myanmar,2020,186000
Myanmar,2021,68000
Myanmar,2022,0
Namibia,1970,23000
Namibia,1971,25900
Namibia,1972,21500
Namibia,1973,28300
Namibia,1974,33200
Namibia,1975,34900
Namibia,1976,43500
Namibia,1977,49200
Namibia,1978,37700
Namibia,1979,41900
Namibia,1980,39200
Namibia,1981,44300
Namibia,1982,48800
Namibia,1983,52100
Namibia,1984,50000
Namibia,1985,43128
Namibia,1986,47111
Namibia,1987,37993
Namibia,1988,42899
Namibia,1989,32792
Namibia,1990,27797
Namibia,1991,31719
Namibia,1992,31313
Namibia,1993,29146
Namibia,1994,26555
Namibia,1995,22530
Namibia,1996,14904
Namibia,1997,17879
Namibia,1998,6500
Namibia,1999,0
Namibia,2000,5070
Namibia,2001,15003
Namibia,2002,18040
Namibia,2003,16175
Namibia,2004,11174
Namibia,2005,10157
Namibia,2006,6262
Namibia,2007,5800
Namibia,2008,8800
Namibia,2009,0
Namibia,2010,0
Namibia,2011,3366
Namibia,2012,5304
Namibia,2013,4896
Namibia,2014,5249
Namibia,2015,14010
Namibia,2016,16653
Namibia,2017,15534
Namibia,2018,15177
Namibia,2019,15743
Namibia,2020,10853
Namibia,2021,3000
Namibia,2022,2036
New Zealand,1970,47
New Zealand,1971,85
Nicaragua,1970,3029
Nicaragua,1971,3662
Nicaragua,1972,2188
Nicaragua,1973,1545
Nicaragua,1974,1775
Nicaragua,1975,600
Nicaragua,1976,800
Nicaragua,1977,300
North Korea,1970,13000
North Korea,1971,13000
North Korea,1972,13000
North Korea,1973,13000
North Korea,1974,14000
North Korea,1975,15000
North Korea,1976,15000
North Korea,1977,15000
North Korea,1978,15000
North Korea,1979,15000
North Korea,1980,12000
North Korea,1981,12000
North Korea,1982,12000
North Korea,1983,10000
North Korea,1984,10000
North Korea,1985,10000
North Korea,1986,10000
North Korea,1987,12000
North Korea,1988,12000
North Korea,1989,12000
North Korea,1990,12000
North Korea,1991,14000
North Korea,1992,12000
North Korea,1993,12000
North Korea,1994,12000
North Korea,1995,10000
North Korea,1996,10000
North Korea,1997,10000
North Korea,1998,10000
North Korea,1999,10000
North Korea,2000,12000
North Korea,2001,12000
North Korea,2002,12000
North Korea,2003,12000
North Korea,2004,12000
North Korea,2005,12000
North Korea,2006,12000
North Korea,2007,12000
North Korea,2008,2400
North Korea,2009,3700
North Korea,2010,4600
North Korea,2011,12000
North Korea,2012,17000
North Korea,2013,6700
North Korea,2014,7700
North Korea,2015,8600
North Korea,2016,12600
North Korea,2017,1800
North Korea,2018,2000
North Korea,2019,2000
North Korea,2020,2000
North Korea,2021,2000
North Korea,2022,2000
North Macedonia,1992,7200
North Macedonia,1993,10000
North Macedonia,1994,10000
North Macedonia,1995,10000
North Macedonia,1996,13500
North Macedonia,1997,13000
North Macedonia,1998,9100
North Macedonia,1999,10200
North Macedonia,2000,8886
North Macedonia,2001,5253
North Macedonia,2002,4739
North Macedonia,2003,618
North Macedonia,2004,0
North Macedonia,2005,4799
North Macedonia,2006,7054
North Macedonia,2007,7029
North Macedonia,2008,8051
North Macedonia,2009,7440
North Macedonia,2010,7912
North Macedonia,2011,7555
North Macedonia,2012,10600
North Macedonia,2013,11700
North Macedonia,2014,9600
North Macedonia,2015,11400
North Macedonia,2016,10200
North Macedonia,2017,9000
North Macedonia,2018,8000
North Macedonia,2019,7100
North Macedonia,2020,5982
North Macedonia,2021,6213
North Macedonia,2022,7093
Norway,1970,19947
Norway,1971,21672
Norway,1972,26007
Norway,1973,29947
Norway,1974,24120
Norway,1975,26647
Norway,1976,31080
Norway,1977,29053
Norway,1978,29073
Norway,1979,28659
Norway,1980,28891
Norway,1981,28123
Norway,1982,27590
Norway,1983,22568
Norway,1984,25042
Norway,1985,19252
Norway,1986,29572
Norway,1987,23235
Norway,1988,18655
Norway,1989,20132
Norway,1990,23041
Norway,1991,19901
Norway,1992,12734
Norway,1993,8743
Norway,1994,7408
Norway,1995,6799
Norway,1996,7394
Norway,1997,6671
Norway,1998,2699
Oman,1979,0
Oman,1980,0
Oman,1981,0
Oman,1982,0
Oman,1983,11300
Oman,1984,16200
Oman,1985,17600
Oman,1986,16700
Oman,1987,16900
Oman,1988,18100
Oman,1989,16600
Oman,1990,13700
Oman,1991,13500
Oman,1992,13400
Oman,1993,8800
Oman,1994,4300
Oman,2003,0
Oman,2004,0
Oman,2005,0
Oman,2006,0
Oman,2007,7395
Oman,2008,14826
Oman,2009,15563
Oman,2010,16530
Oman,2011,21166
Oman,2012,19684
Oman,2013,10906
Oman,2014,13699
Oman,2015,7828
Oman,2016,0
Pakistan,1995,4400
Pakistan,1996,3000
Pakistan,2000,0
Pakistan,2001,0
Pakistan,2002,0
Pakistan,2003,5400
Pakistan,2004,14700
Pakistan,2005,17700
Pakistan,2006,18700
Pakistan,2007,18800
Pakistan,2008,18700
Pakistan,2009,19600
Pakistan,2010,19900
Pakistan,2011,20000
Pakistan,2012,23900
Pakistan,2013,20700
Pakistan,2014,18000
Pakistan,2015,16000
Pakistan,2016,14000
Pakistan,2017,10052
Pakistan,2018,12538
Pakistan,2019,13049
Pakistan,2020,13200
Pakistan,2021,18806
Pakistan,2022,16346
Panama,2015,0
Panama,2016,0
Panama,2017,0
Panama,2018,0
Panama,2019,147480
Panama,2020,205548
Panama,2021,331000
Panama,2022,350438
Papua New Guinea,1970,0
Papua New Guinea,1971,0
Papua New Guinea,1972,124000
Papua New Guinea,1973,182900
Papua New Guinea,1974,184100
Papua New Guinea,1975,172477
Papua New Guinea,1976,176519
Papua New Guinea,1977,182291
Papua New Guinea,1978,198603
Papua New Guinea,1979,170788
Papua New Guinea,1980,146813
Papua New Guinea,1981,165420
Papua New Guinea,1982,170004
Papua New Guinea,1983,183191
Papua New Guinea,1984,164447
Papua New Guinea,1985,175048
Papua New Guinea,1986,178593
Papua New Guinea,1987,217699
Papua New Guinea,1988,218633
Papua New Guinea,1989,204025
Papua New Guinea,1990,170211
Papua New Guinea,1991,204459
Papua New Guinea,1992,193359
Papua New Guinea,1993,203945
Papua New Guinea,1994,206329
Papua New Guinea,1995,212737
Papua New Guinea,1996,186665
Papua New Guinea,1997,111515
Papua New Guinea,1998,151556
Papua New Guinea,1999,187921
Papua New Guinea,2000,203061
Papua New Guinea,2001,203762
Papua New Guinea,2002,211315
Papua New Guinea,2003,202300
Papua New Guinea,2004,173370
Papua New Guinea,2005,192978
Papua New Guinea,2006,194355
Papua New Guinea,2007,169184
Papua New Guinea,2008,159650
Papua New Guinea,2009,166669
Papua New Guinea,2010,159821
Papua New Guinea,2011,130456
Papua New Guinea,2012,125326
Papua New Guinea,2013,105523
Papua New Guinea,2014,75901
Papua New Guinea,2015,45185
Papua New Guinea,2016,80022
Papua New Guinea,2017,105419
Papua New Guinea,2018,96287
Papua New Guinea,2019,99398
Papua New Guinea,2020,86988
Papua New Guinea,2021,66958
Papua New Guinea,2022,75800
Peru,1970,220225
Peru,1971,207346
Peru,1972,219126
Peru,1973,202686
Peru,1974,211593
Peru,1975,165813
Peru,1976,220269
Peru,1977,338110
Peru,1978,366753
Peru,1979,390720
Peru,1980,366800
Peru,1981,327614
Peru,1982,356300
Peru,1983,322200
Peru,1984,364732
Peru,1985,385000
Peru,1986,386060
Peru,1987,406430
Peru,1988,316400
Peru,1989,368200
Peru,1990,323400
Peru,1991,382277
Peru,1992,379128
Peru,1993,381250
Peru,1994,365513
Peru,1995,409693
Peru,1996,485595
Peru,1997,506498
Peru,1998,483338
Peru,1999,536387
Peru,2000,553924
Peru,2001,722035
Peru,2002,842783
Peru,2003,842578
Peru,2004,1035574
Peru,2005,1009898
Peru,2006,1048472
Peru,2007,1190274
Peru,2008,1267867
Peru,2009,1276249
Peru,2010,1247184
Peru,2011,1235345
Peru,2012,1298761
Peru,2013,1375641
Peru,2014,1377642
Peru,2015,1700817
Peru,2016,2353859
Peru,2017,2445585
Peru,2018,2437035
Peru,2019,2455440
Peru,2020,2150000
Peru,2021,2300000
Peru,2022,2450000
Peru,2023,2600000
Philippines,1970,160292
Philippines,1971,197573
Philippines,1972,213695
Philippines,1973,221195
Philippines,1974,225485
Philippines,1975,225775
Philippines,1976,237588
Philippines,1977,272792
Philippines,1978,263589
Philippines,1979,298300
Philippines,1980,304504
Philippines,1981,302328
Philippines,1982,292086
Philippines,1983,271403
Philippines,1984,233359
Philippines,1985,222189
Philippines,1986,217023
Philippines,1987,214103
Philippines,1988,216465
Philippines,1989,191930
Philippines,1990,180459
Philippines,1991,148000
Philippines,1992,123523
Philippines,1993,136258
Philippines,1994,112075
Philippines,1995,102637
Philippines,1996,62297
Philippines,1997,48637
Philippines,1998,45381
Philippines,1999,37631
Philippines,2000,31900
Philippines,2001,20321
Philippines,2002,18365
Philippines,2003,20414
Philippines,2004,15984
Philippines,2005,16320
Philippines,2006,17161
Philippines,2007,22862
Philippines,2008,21235
Philippines,2009,49060
Philippines,2010,58412
Philippines,2011,63835
Philippines,2012,65444
Philippines,2013,90861
Philippines,2014,91824
Philippines,2015,83835
Philippines,2016,83649
Philippines,2017,68156
Philippines,2018,69933
Philippines,2019,71892
Philippines,2020,60856
Philippines,2021,51586
Philippines,2022,59500
Poland,1970,83000
Poland,1971,122300
Poland,1972,135000
Poland,1973,152000
Poland,1974,185000
Poland,1975,230000
Poland,1976,263000
Poland,1977,282000
Poland,1978,312000
Poland,1979,340000
Poland,1980,343000
Poland,1981,294600
Poland,1982,376000
Poland,1983,402300
Poland,1984,431000
Poland,1985,432000
Poland,1986,435000
Poland,1987,438000
Poland,1988,459000
Poland,1989,401000
Poland,1990,370000
Poland,1991,382000
Poland,1992,332000
Poland,1993,382600
Poland,1994,378000
Poland,1995,384200
Poland,1996,421900
Poland,1997,414737
Poland,1998,435800
Poland,1999,463200
Poland,2000,454100
Poland,2001,474000
Poland,2002,502800
Poland,2003,503544
Poland,2004,530768
Poland,2005,511799
Poland,2006,497200
Poland,2007,451900
Poland,2008,429687
Poland,2009,439365
Poland,2010,425725
Poland,2011,426665
Poland,2012,427064
Poland,2013,428879
Poland,2014,421285
Poland,2015,426196
Poland,2016,424000
Poland,2017,419000
Poland,2018,401300
Poland,2019,449000
Poland,2020,393000
Poland,2021,391000
Poland,2022,393000
Poland,2023,400000
Portugal,1970,3762
Portugal,1971,3957
Portugal,1972,543
Portugal,1973,651
Portugal,1974,568
Portugal,1975,447
Portugal,1976,387
Portugal,1977,3208
Portugal,1978,2962
Portugal,1979,3652
Portugal,1980,3889
Portugal,1981,2849
Portugal,1982,2287
Portugal,1983,375
Portugal,1984,366
Portugal,1985,314
Portugal,1986,271
Portugal,1987,203
Portugal,1988,8221
Portugal,1989,98017
Portugal,1990,159841
Portugal,1991,158885
Portugal,1992,152300
Portugal,1993,150430
Portugal,1994,130255
Portugal,1995,129726
Portugal,1996,107774
Portugal,1997,106580
Portugal,1998,114515
Portugal,1999,99472
Portugal,2000,76300
Portugal,2001,82965
Portugal,2002,77227
Portugal,2003,77581
Portugal,2004,95700
Portugal,2005,89541
Portugal,2006,78660
Portugal,2007,90247
Portugal,2008,89026
Portugal,2009,86462
Portugal,2010,74426
Portugal,2011,79686
Portugal,2012,74043
Portugal,2013,77236
Portugal,2014,75433
Portugal,2015,83081
Portugal,2016,74453
Portugal,2017,63812
Portugal,2018,49064
Portugal,2019,41553
Portugal,2020,32230
Portugal,2021,38145
Portugal,2022,32098
Romania,1972,30000
Romania,1973,40000
Romania,1974,40000
Romania,1975,44000
Romania,1976,30000
Romania,1977,27000
Romania,1978,27000
Romania,1979,29000
Romania,1980,28000
Romania,1981,30000
Romania,1982,30000
Romania,1983,28000
Romania,1984,30000
Romania,1985,30000
Romania,1986,35000
Romania,1987,49800
Romania,1988,50200
Romania,1989,47800
Romania,1990,32000
Romania,1991,27200
Romania,1992,24700
Romania,1993,25250
Romania,1994,26034
Romania,1995,24520
Romania,1996,24434
Romania,1997,22638
Romania,1998,19065
Romania,1999,16455
Romania,2000,16099
Romania,2001,19185
Romania,2002,19323
Romania,2003,23389
Romania,2004,20380
Romania,2005,16286
Romania,2006,12535
Romania,2007,2213
Romania,2008,308
Romania,2009,3129
Romania,2010,5127
Romania,2011,6355
Romania,2012,5902
Romania,2013,6800
Romania,2014,7200
Romania,2015,3600
Romania,2016,7300
Romania,2017,7400
Romania,2018,8722
Romania,2019,9200
Romania,2020,9100
Romania,2021,9100
Romania,2022,11600
Russia,1992,680000
Russia,1993,594000
Russia,1994,573300
Russia,1995,525900
Russia,1996,523000
Russia,1997,505000
Russia,1998,530000
Russia,1999,535000
Russia,2000,530000
Russia,2001,540000
Russia,2002,662100
Russia,2003,650000
Russia,2004,630000
Russia,2005,640000
Russia,2006,675000
Russia,2007,690000
Russia,2008,705000
Russia,2009,675700
Russia,2010,702700
Russia,2011,587900
Russia,2012,582900
Russia,2013,655900
Russia,2014,691500
Russia,2015,711400
Russia,2016,702300
Russia,2017,761100
Russia,2018,870500
Russia,2019,812400
Russia,2020,810000
Russia,2021,940000
Russia,2022,936000
Russia,2023,910000
Saudi Arabia,1994,917
Saudi Arabia,1995,925
Saudi Arabia,1996,1142
Saudi Arabia,1997,1101
Saudi Arabia,1998,782
Saudi Arabia,1999,821
Saudi Arabia,2000,837
Saudi Arabia,2001,1000
Saudi Arabia,2002,600
Saudi Arabia,2003,627
Saudi Arabia,2004,652
Saudi Arabia,2005,668
Saudi Arabia,2006,730
Saudi Arabia,2007,737
Saudi Arabia,2008,1465
Saudi Arabia,2009,1719
Saudi Arabia,2010,1603
Saudi Arabia,2011,1954
Saudi Arabia,2012,4410
Saudi Arabia,2013,5095
Saudi Arabia,2014,10848
Saudi Arabia,2015,11563
Saudi Arabia,2016,27500
Saudi Arabia,2017,36279
Saudi Arabia,2018,57300
Saudi Arabia,2019,67300
Saudi Arabia,2020,75400
Saudi Arabia,2021,76350
Saudi Arabia,2022,75000
Serbia,2006,11100
Serbia,2007,16500
Serbia,2008,17600
Serbia,2009,19400
Serbia,2010,22800
Serbia,2011,26100
Serbia,2012,32200
Serbia,2013,36200
Serbia,2014,33739
Serbia,2015,29827
Serbia,2016,41300
Serbia,2017,44800
Serbia,2018,44100
Serbia,2019,43550
Serbia,2020,52207
Serbia,2021,121150
Serbia,2022,203998
Serbia and Montenegro,1992,97811
Serbia and Montenegro,1993,57375
Serbia and Montenegro,1994,74351
Serbia and Montenegro,1995,74619
Serbia and Montenegro,1996,69467
Serbia and Montenegro,1997,73567
Serbia and Montenegro,1998,70900
Serbia and Montenegro,1999,51700
Serbia and Montenegro,2000,46000
Serbia and Montenegro,2001,31000
Serbia and Montenegro,2002,23100
Serbia and Montenegro,2003,15500
Serbia and Montenegro,2004,13800
Serbia and Montenegro,2005,11600
Slovakia,2009,14
Slovakia,2010,22
Slovakia,2011,28
Slovakia,2012,31
Slovakia,2013,40
Slovakia,2014,46
Slovakia,2015,58
Slovakia,2016,39
Slovakia,2017,32
Slovakia,2018,21
Slovakia,2019,17
Slovakia,2020,20
Slovakia,2021,76
Slovakia,2022,30
South Africa,1970,144200
South Africa,1971,148400
South Africa,1972,161927
South Africa,1973,175797
South Africa,1974,179111
South Africa,1975,178927
South Africa,1976,196880
South Africa,1977,205414
South Africa,1978,205745
South Africa,1979,190591
South Africa,1980,210348
South Africa,1981,208567
South Africa,1982,195643
South Africa,1983,212112
South Africa,1984,206550
South Africa,1985,205052
South Africa,1986,192936
South Africa,1987,197913
South Africa,1988,178171
South Africa,1989,191577
South Africa,1990,188368
South Africa,1991,193642
South Africa,1992,176074
South Africa,1993,189000
South Africa,1994,173000
South Africa,1995,182000
South Africa,1996,188000
South Africa,1997,185000
South Africa,1998,187800
South Africa,1999,162900
South Africa,2000,147600
South Africa,2001,141900
South Africa,2002,90000
South Africa,2003,89338
South Africa,2004,85710
South Africa,2005,88600
South Africa,2006,89500
South Africa,2007,97000
South Africa,2008,108700
South Africa,2009,107600
South Africa,2010,102600
South Africa,2011,96600
South Africa,2012,88800
South Africa,2013,80821
South Africa,2014,78697
South Africa,2015,77360
South Africa,2016,65257
South Africa,2017,65503
South Africa,2018,46900
South Africa,2019,52501
South Africa,2020,29068
South Africa,2021,28307
South Africa,2022,49194
South Korea,1970,1639
South Korea,1971,1773
South Korea,1972,2082
South Korea,1973,2321
South Korea,1974,3235
South Korea,1975,2330
South Korea,1976,2097
South Korea,1977,1688
South Korea,1978,715
South Korea,1979,475
South Korea,1980,372
South Korea,1981,501
South Korea,1982,320
South Korea,1983,389
South Korea,1984,464
South Korea,1985,308
South Korea,1986,215
South Korea,1987,249
South Korea,2020,0
South Korea,2021,0
South Korea,2022,0
South Korea,2023,0
Spain,1970,9522
Spain,1971,34032
Spain,1972,39900
Spain,1973,51588
Spain,1974,46753
Spain,1975,30020
Spain,1976,34867
Spain,1977,43462
Spain,1978,40448
Spain,1979,42982
Spain,1980,48483
Spain,1981,56423
Spain,1982,47614
Spain,1983,54818
Spain,1984,63105
Spain,1985,60960
Spain,1986,51084
Spain,1987,16213
Spain,1988,14165
Spain,1989,27510
Spain,1990,13300
Spain,1991,7716
Spain,1992,10863
Spain,1993,6691
Spain,1994,5944
Spain,1995,24519
Spain,1996,38398
Spain,1997,38887
Spain,1998,39438
Spain,1999,7862
Spain,2000,24804
Spain,2001,9800
Spain,2002,1248
Spain,2003,635
Spain,2004,1308
Spain,2005,7358
Spain,2006,8129
Spain,2007,6281
Spain,2008,14138
Spain,2009,17663
Spain,2010,54335
Spain,2011,68511
Spain,2012,99894
Spain,2013,104600
Spain,2014,103900
Spain,2015,112690
Spain,2016,167736
Spain,2017,198353
Spain,2018,187714
Spain,2019,170556
Spain,2020,182678
Spain,2021,142381
Spain,2022,128796
Sweden,1970,26283
Sweden,1971,30200
Sweden,1972,30619
Sweden,1973,44819
Sweden,1974,40637
Sweden,1975,40634
Sweden,1976,44860
Sweden,1977,44764
Sweden,1978,47412
Sweden,1979,45773
Sweden,1980,42785
Sweden,1981,51472
Sweden,1982,52682
Sweden,1983,75338
Sweden,1984,90448
Sweden,1985,91867
Sweden,1986,87871
Sweden,1987,86113
Sweden,1988,75032
Sweden,1989,71238
Sweden,1990,74283
Sweden,1991,81650
Sweden,1992,89145
Sweden,1993,88909
Sweden,1994,79384
Sweden,1995,83603
Sweden,1996,71659
Sweden,1997,86610
Sweden,1998,73685
Sweden,1999,71160
Sweden,2000,77765
Sweden,2001,74269
Sweden,2002,71991
Sweden,2003,83143
Sweden,2004,82415
Sweden,2005,87068
Sweden,2006,86746
Sweden,2007,62905
Sweden,2008,57688
Sweden,2009,55414
Sweden,2010,76514
Sweden,2011,82967
Sweden,2012,82422
Sweden,2013,82904
Sweden,2014,79345
Sweden,2015,75125
Sweden,2016,78992
Sweden,2017,104450
Sweden,2018,106142
Sweden,2019,99332
Sweden,2020,100065
Sweden,2021,88108
Sweden,2022,88337
Taiwan,1970,2500
